,Review,Rating
793,"it's not working at all,not getting charged also,my money wasted need my money back,Give my money back fast",1
794,"Bad watch it can’t connect in my iPhone 8
Money waste product
And it can’t support jio sim",1
795,Not very good,2
796,Boring watch plz guy koi dusri watch lo,1
797,"Poor Quality, useless, money wasted, worst quality watch.",1
798,Wow 🤩🤩😍😲 very nice,4
799,Nice watch but battery backup is not good very nice but please don't buy the product friend money waste products,1
800,It's a bad product,2
801,Best,5
802,Use mamery card for best experience and it will not lage,3
803,Totally looted.. it worked only for 2-3 days and battery has been pumped up.. display not working .. very much dissatisfied with flipkart... 1st when order 2 watches received one against the payment of 2 and now this....either you should improve or shut down the business.,1
804,"Fantastic watch in this category. I was searching a good looking, smart, and a sim applicable watch for many months. That's perfect for me. I suggest everyone should try it. when I open WhatsApp, chrome etc a window appair that its downloading after that it closes everytime. mean that its just shows that we can use everything but they are fake.",4
805,Doesn't get the expected product. The product was entirely different and damaged too,1
806,Vari bad i haited this. Not open this watch. This is not original,1
807,Not bad....,3
808,Nice,5
809,Nice,5
810,Value for money,5
811,Superb performance and super display,5
812,This smart watch is very nice quality,5
813,Hii ji I'm Ashish this is watch so,5
814,Not working properly and bad quality,2
815,Mobile connect not spotted,1
816,Nice product,5
817,Nice watch not so good but nice so far so nice prices so high. Camera is so bad bluetooth connection problem only 😏,4
818,Nice .value for money,5
819,"Watch is too... Good
Quality is A1",5
820,Please don't buy,1
821,No use,1
822,It is can't work done,2
823,"Very bad product
And standing charge is very poor condition",1
824,Bad,1
825,does not even have the same interface,1
826,worst product,1
827,product qty is pathetic.. not working proper that watch battery back is also,1
828,Money waste,1
829,VERY nice product,5
830,outstanding perfomance,5
831,I think it's now water resistant and the USB cable are not in the box.,1
832,waste of money,1
833,Very bad,1
834,Item missed,1
835,bad product,1
836,Worst product,1
837,camera not clear,4
838,Absolutely worthless item. Look very cheap and sensor is very bad.,1
839,Really waste product,1
840,very nice product,5
841,very slow working,2
842,waste of money,1
843,nice,5
844,good product,5
845,Nice watch,3
846,it's very good and nice watch I really like it👍👍👍,5
847,I love it its an awesome watch please buy it its amazing........,5
848,"Amazing product good, not bad",5
849,good produced,5
850,this is a great watch my suggestionis to buy this watch the watch is very good,5
851,nice,5
852,good,4
853,it should be water resistant.....!,4
854,Nice watch,5
855,Very nice watch,1
856,Hated,1
857,Betri problem,3
858,Battery life is very less,2
859,battery very low quality,1
860,battery range is very poor not working more than 2 hour,3
861,super nice😃,5
862,I like this watch,2
863,so bad,2
864,Good,4
865,Nice product 👍 & finally I m satisfied.Thnks,5
866,Good but the screen guard is damaged,5
867,nice product muat buy it,5
868,Good,2
869,working is good but I assume it is used before,2
870,nice product,4
871,it is good but I have not get warranty,5
872,This product is very good. Please contact no.,3
873,This is containing Facebook what's app are false,1
874,Nice wash,5
875,Nice watch,5
876,Good Quality.....,3
877,Good options,4
878,many apps don't work,1
879,"Nyce
So nyce",5
880,Worest,2
881,Very bad very bad,1
882,It charger is luse,1
883,this is a vary bad product,1
884,Best,3
885,beautiful product,5
886,net not connecting. just working as a normal chargeable watch,3
887,Best product thanks flpkrt,5
888,not good,1
889,working supper,5
890,thanks flipkart nice watch,5
891,Please don't buy this it is not working there is problem in battery. Waste of money ??,1
892,nice,5
893,not worth,2
894,This watch is so useful and nice,4
895,good,5
896,wooowww.... wonderful,5
897,Nice watch..... Sound quality is good,5
898,This watch is very boring and who was brought this watch please don't brought this watch this watch sometimes will hang up,1
899,Nice watch😄,3
900,not charging,4
901,good,5
902,Battery Back up capacity is not good... No brand or manufacturer logo is not mentioned in the watch. My expectation did not match.,2
903,Nice,5
904,nice watch but looks wise not good,3
905,waste garbage,5
906,Super watch,5
907,It is very bad it is 2g,1
908,"very good must buy , really great",4
909,Not working,1
910,very bad service but watch is little good,1
911,Thank,5
912,it's product vaste.,1
913,amazing,5
914,GOOD,5
915,bad product,1
916,nice,5
917,watch's battery is low,2
918,The item was damaged,5
919,not worked what's app camera bad quality,2
920,fabulous,5
921,not so good,2
922,nice but slow speef,3
923,very very very very very bad product and very very very fake don't don't buy this product this product is very but this product very bakwas and don't buy,1
924,Nice,5
925,good,5
926,Excellent,5
927,very good product but whatsapp is not available,5
928,your product's are so much good,5
929,"its o.k. quantity needs improvement, and broken within 1 month...",3
930,Very good product,1
931,Worth Product,2
932,really super,5
933,bad item,5
934,Lovely,5
935,"Quality is good , everything is super ,satisfied",5
936,Nice Watca,4
937,Not Supporting Browser,3
938,Review nice proudct,5
939,Nice product,5
940,Very good,4
941,Very nice👍 no 1,5
942,Its ok,2
943,Good,5
944,Nice product 😍,5
945,Good,4
946,"It's a very cheap watch, technical description may Project like Hi Tech model, nothing works smarter. Pls stay away from purchasing this.",1
947,Very nice,5
948,Best mobile but jio sim not support,4
949,Nice,1
950,Good,1
951,Product not working properly,2
952,I don't like it I hate this,1
953,Very bad,2
954,Extremely bad product i ever purchased,1
955,"it is very use full ✨✳️
thank you sir for this mobile watch make in you thank you sir is very very useful and important for looking this device was mobile watch for interested",5
956,It was nice to wear also the feature were amazing. It was easy to answer all the calls with this watch . The thing which should be improved is the step counter its doesn't work completely.,4
957,it is very nice smart watch i like that smart watch,5
958,Nyc,5
959,very nice watch value for money 😗,5
960,super product,5
961,Awesome watch worth every penny !,5
962,Good prodect,3
963,Osm product I am very happy deal with this product thank you Flipkart Best product in low price,5
964,Good,5
965,Ossmm watch good product,5
966,good product in low price,5
967,It is good product I love it😍😍😍😍😍😍,5
968,Very good product,4
969,nice,5
970,Very nice watch value for money,5
971,good but the scraps are damaging very fastly and sim card error,3
972,As given in specification GPS is missing. Battery swollen in just 9 months. Wastage of money and risk of life due to battery explosion.,1
973,Best,5
974,Very bad,1
975,Very bad please do not buy this product.... this watch battery is down,1
976,nice wach,5
977,Super,4
978,It's superb,5
979,Too bad,1
980,Thanks,5
981,It is waste of money,1
982,panicheyyatlaa .asalu,1
983,"Very Bad watch
This only work only one week
Battery is Made in Chine
Bad battery
Bad one
not working",2
984,Nice watch list am happy 👌👌,5
985,Bad,1
986,don't buy this battery also burst,1
987,Wastage of money ...not recommendable..,1
988,This is very bad praduckt,2
989,Very bad product,2
990,Dont buy this product,1
991,Very very bad watch don't bye bye it don't take charge and stop always gets broke very bad service by Flipkart,1
992,Ok at this price but battery loses very fast,4
993,Nice watch,5
994,good,5
995,value for money,5
996,Superb product. It's a new style.,5
997,Works like a charm. Battery lasts for over 7hours.,5
998,Not avelibal battrey,5
999,WhatsApp Facebook and Bowser is not working,2
1000,very very good very good,5
1001,Nice smartwatch i like it,5
1002,it having problems,5
1003,Nice,5
1004,Worst product,1
1005,Nice product and safe for us,5
1006,So sweet,5
1007,Super,5
1008,V bad quality,1
1009,Good for style,3
1010,Good,4
1011,Nice,3
1012,Received dead product not even started. Dot buy it,1
1013,"What a brilliant product in this particular price range

Unbelievable just thanks to seller 👍",5
1014,"It is very bad product
it is not useful",1
1015,Waste,1
1016,Very bad,1
1017,nice watch,5
1018,Lovely watch must buy,5
1019,no sim works request to u all that don't buy this watch,1
1020,Not good phaltu product,2
1021,Very very bad product,1
1022,Nice,5
1023,Best product,5
1024,Very bad😡,1
1025,Not accurate step counting,2
1026,"Not working
I purchased three time",2
1027,Excellent,5
